Gender,Future Setting,Future Place,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Strand
Female,Rural Area,Stay in one place,Commercial Awareness,Team Work,Analytical Ability,Verbal Communication,Analytical Ability,TVL
Male,Flexible,Flexibility,Verbal Communication,Flexibility,Written Communication,Written Communication,Creative Thinking,TVL
Male,Abroad,Stay in one place,Leadership,Time Management,Creative Thinking,Creative Thinking,Self motivation,STEM
Female,City,Move Often,Analytical Ability,Flexibility,Time Management,Problem Solving,Leadership,ABM
Female,Suburban Area,Flexibility,Team Work,Time Management,Flexibility,Written Communication,Verbal Communication,ABM
Female,Abroad,Move Often,Written Communication,Flexibility,Decision Making,Creative Thinking,Written Communication,TVL
Male,Rural Area,Work from anywhere,Negotiating,Problem Solving,Self motivation,Flexibility,Creative Thinking,STEM
Female,City,Move Often,Time Management,Numeracy,Written Communication,Negotiating,Verbal Communication,HUMSS
Female,Suburban Area,Work from anywhere,Negotiating,Team Work,Written Communication,Time Management,Verbal Communication,GAS
Female,Abroad,Work from anywhere,Leadership,Time Management,Flexibility,Written Communication,Team Work,TVL
Female,Flexible,Stay in one place,Creative Thinking,Verbal Communication,Time Management,Commercial Awareness,Time Management,HUMSS
Female,Abroad,Move Often,Problem Solving,Time Management,Leadership,Time Management,Time Management,GAS
Female,City,Move Often,Commercial Awareness,Creative Thinking,Analytical Ability,Self motivation,Numeracy,GAS
Male,Flexible,Flexibility,Problem Solving,Negotiating,Time Management,Decision Making,Team Work,ABM
Female,Flexible,Move Often,Verbal Communication,Analytical Ability,Creative Thinking,Commercial Awareness,Numeracy,ABM
Male,Suburban Area,Stay in one place,Verbal Communication,Verbal Communication,Written Communication,Commercial Awareness,Creative Thinking,ABM
Female,City,Move Often,Leadership,Numeracy,Flexibility,Creative Thinking,Negotiating,ABM
Female,Suburban Area,Flexibility,Problem Solving,Creative Thinking,Decision Making,Flexibility,Negotiating,HUMSS
Male,Suburban Area,Work from anywhere,Decision Making,Self motivation,Leadership,Flexibility,Creative Thinking,GAS
Female,Abroad,Work from anywhere,Negotiating,Problem Solving,Flexibility,Numeracy,Team Work,ABM
Male,City,Work from anywhere,Time Management,Team Work,Verbal Communication,Flexibility,Analytical Ability,HUMSS
Male,Suburban Area,Move Often,Negotiating,Leadership,Leadership,Creative Thinking,Time Management,TVL
Male,Flexible,Move Often,Verbal Communication,Verbal Communication,Team Work,Flexibility,Decision Making,GAS
Male,Suburban Area,Stay in one place,Negotiating,Team Work,Analytical Ability,Self motivation,Time Management,STEM
Male,Suburban Area,Flexibility,Problem Solving,Creative Thinking,Numeracy,Team Work,Leadership,HUMSS
Female,Rural Area,Flexibility,Leadership,Time Management,Creative Thinking,Self motivation,Commercial Awareness,ABM
Male,Flexible,Stay in one place,Commercial Awareness,Decision Making,Leadership,Leadership,Flexibility,TVL
Female,Flexible,Work from anywhere,Problem Solving,Flexibility,Numeracy,Commercial Awareness,Verbal Communication,TVL
Female,Rural Area,Flexibility,Numeracy,Negotiating,Verbal Communication,Numeracy,Problem Solving,HUMSS
Female,Abroad,Flexibility,Leadership,Analytical Ability,Flexibility,Creative Thinking,Self motivation,ABM
Female,Flexible,Move Often,Flexibility,Self motivation,Self motivation,Self motivation,Self motivation,TVL
Female,Flexible,Work from anywhere,Numeracy,Written Communication,Decision Making,Verbal Communication,Commercial Awareness,STEM
Male,Flexible,Stay in one place,Creative Thinking,Analytical Ability,Decision Making,Written Communication,Flexibility,HUMSS
Male,City,Work from anywhere,Leadership,Flexibility,Flexibility,Verbal Communication,Time Management,TVL
Female,City,Move Often,Numeracy,Negotiating,Self motivation,Analytical Ability,Verbal Communication,STEM
Male,Rural Area,Move Often,Commercial Awareness,Flexibility,Commercial Awareness,Team Work,Problem Solving,TVL
Male,Rural Area,Stay in one place,Problem Solving,Leadership,Team Work,Creative Thinking,Leadership,ABM
Female,Rural Area,Move Often,Self motivation,Flexibility,Flexibility,Time Management,Flexibility,STEM
Female,Suburban Area,Work from anywhere,Written Communication,Problem Solving,Verbal Communication,Analytical Ability,Verbal Communication,STEM
Male,Abroad,Move Often,Creative Thinking,Problem Solving,Written Communication,Decision Making,Team Work,HUMSS
Female,City,Move Often,Self motivation,Decision Making,Creative Thinking,Problem Solving,Team Work,GAS
Male,Abroad,Flexibility,Verbal Communication,Analytical Ability,Numeracy,Team Work,Negotiating,ABM
Female,Suburban Area,Flexibility,Team Work,Commercial Awareness,Problem Solving,Problem Solving,Verbal Communication,ABM
Male,City,Stay in one place,Decision Making,Decision Making,Negotiating,Leadership,Team Work,ABM
Female,Abroad,Stay in one place,Leadership,Creative Thinking,Analytical Ability,Problem Solving,Numeracy,STEM
Male,Rural Area,Work from anywhere,Flexibility,Written Communication,Commercial Awareness,Commercial Awareness,Numeracy,GAS
Female,Rural Area,Move Often,Leadership,Flexibility,Numeracy,Verbal Communication,Self motivation,STEM
Female,City,Work from anywhere,Decision Making,Decision Making,Self motivation,Problem Solving,Decision Making,TVL
Female,Suburban Area,Stay in one place,Numeracy,Commercial Awareness,Analytical Ability,Verbal Communication,Creative Thinking,TVL
Female,Flexible,Work from anywhere,Commercial Awareness,Team Work,Commercial Awareness,Verbal Communication,Creative Thinking,STEM
Female,Suburban Area,Stay in one place,Time Management,Problem Solving,Flexibility,Written Communication,Creative Thinking,TVL
Male,City,Stay in one place,Flexibility,Analytical Ability,Verbal Communication,Analytical Ability,Problem Solving,TVL
Female,Suburban Area,Flexibility,Flexibility,Decision Making,Creative Thinking,Commercial Awareness,Flexibility,ABM
Male,Abroad,Flexibility,Flexibility,Problem Solving,Leadership,Written Communication,Verbal Communication,ABM
Male,City,Stay in one place,Problem Solving,Written Communication,Team Work,Numeracy,Creative Thinking,TVL
Female,Rural Area,Move Often,Problem Solving,Problem Solving,Flexibility,Flexibility,Analytical Ability,TVL
Female,Flexible,Stay in one place,Verbal Communication,Written Communication,Negotiating,Analytical Ability,Leadership,ABM
Male,Suburban Area,Move Often,Numeracy,Numeracy,Negotiating,Leadership,Decision Making,GAS
Male,City,Move Often,Problem Solving,Numeracy,Flexibility,Flexibility,Verbal Communication,STEM
Female,City,Work from anywhere,Negotiating,Negotiating,Self motivation,Decision Making,Negotiating,ABM
Female,City,Move Often,Self motivation,Negotiating,Self motivation,Flexibility,Flexibility,TVL
Male,Abroad,Move Often,Flexibility,Creative Thinking,Problem Solving,Time Management,Numeracy,GAS
Female,Flexible,Stay in one place,Verbal Communication,Self motivation,Written Communication,Verbal Communication,Team Work,GAS
Male,Suburban Area,Work from anywhere,Flexibility,Problem Solving,Analytical Ability,Numeracy,Leadership,GAS
Female,Abroad,Stay in one place,Self motivation,Self motivation,Flexibility,Numeracy,Flexibility,STEM
Female,City,Stay in one place,Negotiating,Commercial Awareness,Creative Thinking,Self motivation,Problem Solving,GAS
Male,Suburban Area,Work from anywhere,Analytical Ability,Team Work,Team Work,Flexibility,Time Management,TVL
Male,Suburban Area,Flexibility,Creative Thinking,Commercial Awareness,Commercial Awareness,Team Work,Self motivation,HUMSS
Male,Flexible,Move Often,Flexibility,Numeracy,Team Work,Self motivation,Decision Making,STEM
Female,Rural Area,Stay in one place,Written Communication,Team Work,Problem Solving,Flexibility,Flexibility,STEM
Female,City,Work from anywhere,Flexibility,Problem Solving,Problem Solving,Leadership,Written Communication,HUMSS
Male,Flexible,Work from anywhere,Analytical Ability,Commercial Awareness,Written Communication,Problem Solving,Decision Making,STEM
Male,Flexible,Stay in one place,Decision Making,Creative Thinking,Numeracy,Team Work,Numeracy,ABM
Female,Abroad,Work from anywhere,Analytical Ability,Decision Making,Decision Making,Self motivation,Verbal Communication,STEM
Female,Abroad,Flexibility,Negotiating,Verbal Communication,Time Management,Time Management,Creative Thinking,TVL
Female,Flexible,Stay in one place,Numeracy,Time Management,Decision Making,Team Work,Verbal Communication,TVL
Female,Abroad,Flexibility,Numeracy,Decision Making,Problem Solving,Creative Thinking,Problem Solving,TVL
Male,Abroad,Flexibility,Commercial Awareness,Self motivation,Time Management,Negotiating,Creative Thinking,STEM
Female,Abroad,Flexibility,Analytical Ability,Self motivation,Self motivation,Negotiating,Numeracy,TVL
Male,Flexible,Work from anywhere,Written Communication,Time Management,Self motivation,Commercial Awareness,Negotiating,GAS
Female,City,Move Often,Written Communication,Self motivation,Analytical Ability,Time Management,Written Communication,GAS
Female,Abroad,Stay in one place,Verbal Communication,Time Management,Written Communication,Numeracy,Time Management,GAS
Female,Suburban Area,Flexibility,Flexibility,Verbal Communication,Commercial Awareness,Flexibility,Self motivation,HUMSS
Female,Suburban Area,Move Often,Team Work,Decision Making,Verbal Communication,Time Management,Decision Making,TVL
Male,Suburban Area,Stay in one place,Problem Solving,Commercial Awareness,Problem Solving,Negotiating,Leadership,HUMSS
Male,Rural Area,Stay in one place,Analytical Ability,Team Work,Time Management,Analytical Ability,Decision Making,GAS
Female,City,Work from anywhere,Decision Making,Analytical Ability,Commercial Awareness,Creative Thinking,Self motivation,TVL
Female,Flexible,Move Often,Time Management,Time Management,Verbal Communication,Written Communication,Leadership,HUMSS
Female,Suburban Area,Work from anywhere,Decision Making,Creative Thinking,Team Work,Written Communication,Written Communication,TVL
Female,Rural Area,Move Often,Numeracy,Flexibility,Written Communication,Self motivation,Self motivation,HUMSS
Female,Flexible,Flexibility,Leadership,Numeracy,Written Communication,Time Management,Time Management,HUMSS
Female,Rural Area,Flexibility,Team Work,Numeracy,Time Management,Team Work,Decision Making,ABM
Male,City,Move Often,Team Work,Analytical Ability,Commercial Awareness,Creative Thinking,Team Work,GAS
Male,Flexible,Move Often,Problem Solving,Time Management,Analytical Ability,Written Communication,Time Management,TVL
Female,Abroad,Flexibility,Written Communication,Problem Solving,Team Work,Leadership,Time Management,ABM
Female,Flexible,Move Often,Creative Thinking,Numeracy,Decision Making,Analytical Ability,Written Communication,HUMSS
Male,Flexible,Move Often,Analytical Ability,Analytical Ability,Flexibility,Decision Making,Negotiating,GAS
Female,Suburban Area,Stay in one place,Time Management,Creative Thinking,Problem Solving,Time Management,Verbal Communication,GAS
Male,City,Work from anywhere,Problem Solving,Decision Making,Self motivation,Leadership,Team Work,STEM
Male,Abroad,Stay in one place,Problem Solving,Self motivation,Problem Solving,Analytical Ability,Negotiating,STEM
Male,Rural Area,Move Often,Flexibility,Problem Solving,Self motivation,Verbal Communication,Written Communication,TVL
Male,Flexible,Flexibility,Analytical Ability,Verbal Communication,Analytical Ability,Analytical Ability,Flexibility,STEM
Female,Flexible,Stay in one place,Leadership,Team Work,Self motivation,Time Management,Creative Thinking,ABM
Female,Flexible,Work from anywhere,Time Management,Problem Solving,Self motivation,Self motivation,Creative Thinking,GAS
Male,City,Stay in one place,Leadership,Leadership,Commercial Awareness,Leadership,Time Management,STEM
Female,Abroad,Stay in one place,Decision Making,Numeracy,Leadership,Leadership,Written Communication,TVL
Male,City,Move Often,Leadership,Self motivation,Verbal Communication,Creative Thinking,Team Work,STEM
Female,Abroad,Work from anywhere,Flexibility,Time Management,Team Work,Numeracy,Written Communication,HUMSS
Female,Abroad,Stay in one place,Problem Solving,Analytical Ability,Decision Making,Self motivation,Negotiating,STEM
Female,Flexible,Move Often,Numeracy,Self motivation,Numeracy,Written Communication,Analytical Ability,ABM
Female,Rural Area,Stay in one place,Flexibility,Problem Solving,Written Communication,Negotiating,Negotiating,STEM
Female,Flexible,Work from anywhere,Team Work,Creative Thinking,Commercial Awareness,Self motivation,Commercial Awareness,GAS
Female,Rural Area,Stay in one place,Decision Making,Commercial Awareness,Team Work,Problem Solving,Written Communication,HUMSS
Female,City,Stay in one place,Problem Solving,Negotiating,Team Work,Analytical Ability,Numeracy,STEM
Female,Rural Area,Stay in one place,Leadership,Numeracy,Creative Thinking,Creative Thinking,Numeracy,ABM
Male,Rural Area,Move Often,Flexibility,Decision Making,Flexibility,Team Work,Negotiating,STEM
Female,Suburban Area,Move Often,Leadership,Time Management,Negotiating,Problem Solving,Analytical Ability,GAS
Male,Flexible,Work from anywhere,Team Work,Self motivation,Decision Making,Decision Making,Commercial Awareness,TVL
Male,Suburban Area,Move Often,Verbal Communication,Leadership,Creative Thinking,Commercial Awareness,Analytical Ability,GAS
Female,Flexible,Move Often,Analytical Ability,Written Communication,Verbal Communication,Written Communication,Self motivation,HUMSS
Male,City,Stay in one place,Analytical Ability,Creative Thinking,Negotiating,Decision Making,Numeracy,ABM
Female,Suburban Area,Flexibility,Numeracy,Problem Solving,Problem Solving,Verbal Communication,Verbal Communication,STEM
Female,City,Move Often,Negotiating,Numeracy,Time Management,Self motivation,Time Management,HUMSS
Male,Suburban Area,Flexibility,Leadership,Team Work,Creative Thinking,Self motivation,Leadership,TVL
Female,Suburban Area,Stay in one place,Self motivation,Time Management,Team Work,Flexibility,Flexibility,STEM
Male,Rural Area,Work from anywhere,Analytical Ability,Numeracy,Creative Thinking,Verbal Communication,Negotiating,HUMSS
