Age,Gender,Grade,Future Setting,Future Place,Work Type,Work Environment,Immediate Goals,Highly Skilled,Skilled,Moderately Skilled,Unskilled
15,Male,9,City,Stay in one place,Working with technology,Office setting,Finish schooling,"Written Communication, Decision Making","Verbal Communication, Problem Solving, Teamwork, Creative Thinking, Leadership","Analytical Ability, Reactive Ability, Numeracy",Teamwork
16,Female,10,City,Stay in one place,Working with technology,Office setting,Finish schooling,"Written Communication, Decision Making","Verbal Communication, Problem Solving, Teamwork, Creative Thinking, Leadership","Analytical Ability, Reactive Ability, Numeracy",Teamwork
17,Female,10,Suburban Area,Move often ,Creative work,Location Independent Work,Improve my grades,"Verbal Communication, Creative Thinking, Numeracy","Written Communication, Teamwork, Reactive Ability, Decision Making","Problem Solving, Analytical Ability",Leadership
17,Female,10,Suburban Area,Move often ,Creative work,Location Independent Work,Improve my grades,"Verbal Communication, Creative Thinking, Numeracy","Written Communication, Teamwork, Reactive Ability, Decision Making","Problem Solving, Analytical Ability",Leadership
15,Male,9,Flexible ,Work from anywhere,Creative work,Location Independent Work,Finish schooling,"Verbal Communication, Analytical Ability","Written Communication, Teamwork, Reactive Ability, Numeracy, Leadership","Creative Thinking, Decision Making",Problem Solving
16,Male,10,Flexible ,Work from anywhere,Organizing and managing ,Collaborative ,Finish schooling,"Written Communication, Numeracy","Verbal Communication, Analytical Ability, Reactive Ability, Leadership, Decision Making","Problem Solving, Creative Thinking",Teamwork
17,Male,10,Flexible ,Move sometimes,Working with technology,Office setting,Learn a new skill,"Written Communication, Problem Solving, Analytical Ability, Creative Thinking","Numeracy, Decision Making","Teamwork, Reactive Ability","Verbal Communication, Leadership"
17,Female,10,Rural Area,Work from anywhere,Hands-on work,Office setting,Explore different careers,Decision Making,"Written Communication, Verbal Communication, Teamwork, Analytical Ability, Numeracy, Leadership","Problem Solving, Reactive Ability, Creative Thinking",Teamwork
15,Male,9,Abroad ,Stay in one place,Helping people,Office setting,Finish schooling,"Reactive Ability, Creative Thinking","Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Numeracy, Leadership",Written Communication,Decision Making
14,Male,9,Flexible ,Move sometimes,Hands-on work,Independent ,Improve my grades,Verbal Communication,"Written Communication, Problem Solving, Teamwork, Creative Thinking, Numeracy, Leadership, Decision Making",Analytical Ability,Reactive Ability
15,Male,9,Abroad ,Stay in one place,Creative work,Office setting,Improve my grades,"Problem Solving, Teamwork, Analytical Ability, Reactive Ability","Written Communication, Verbal Communication, Creative Thinking, Numeracy, Decision Making",Leadership,Teamwork
15,Male,9,City,Stay in one place,Helping people,Office setting,Finish schooling,Verbal Communication,"Written Communication, Problem Solving, Teamwork, Creative Thinking, Leadership, Decision Making","Analytical Ability, Reactive Ability, Numeracy",Teamwork
15,Male,10,Rural Area,Move often ,Creative work,Collaborative ,Finish schooling,"Written Communication, Reactive Ability, Numeracy","Verbal Communication, Problem Solving, Teamwork, Creative Thinking, Leadership","Analytical Ability, Decision Making",Teamwork
15,Male,10,City,Stay in one place,Organizing and managing ,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Teamwork, Creative Thinking, Leadership, Decision Making","Verbal Communication, Problem Solving, Analytical Ability, Reactive Ability, Numeracy",Teamwork
16,Female,10,City,Stay in one place,Organizing and managing ,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Teamwork, Creative Thinking, Leadership, Decision Making","Verbal Communication, Problem Solving, Analytical Ability, Reactive Ability, Numeracy",Teamwork
16,Female,10,City,Stay in one place,Organizing and managing ,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Teamwork, Creative Thinking, Leadership, Decision Making","Verbal Communication, Problem Solving, Analytical Ability, Reactive Ability, Numeracy",Teamwork
16,Male,10,Abroad ,Work from anywhere,Organizing and managing ,Collaborative ,Finish schooling,"Verbal Communication, Problem Solving","Written Communication, Teamwork, Analytical Ability, Reactive Ability, Leadership, Decision Making","Creative Thinking, Numeracy",Teamwork
16,Female,10,City,Stay in one place,Organizing and managing ,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Teamwork, Creative Thinking, Leadership, Decision Making","Verbal Communication, Problem Solving, Analytical Ability, Reactive Ability, Numeracy",Teamwork
16,Female,10,City,Stay in one place,Organizing and managing ,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Teamwork, Creative Thinking, Leadership, Decision Making","Verbal Communication, Problem Solving, Analytical Ability, Reactive Ability, Numeracy",Teamwork
15,Male,9,Abroad ,Work from anywhere,Helping people,Location Independent Work,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
17,Male,10,Flexible ,Work from anywhere,Creative work,Outdoors ,Finish schooling,Creative Thinking,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Numeracy, Decision Making",Leadership,Teamwork
14,Male,9,Abroad ,Work from anywhere,Organizing and managing ,Location Independent Work,Finish schooling,"Problem Solving, Leadership, Decision Making","Written Communication, Verbal Communication, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy",Numeracy,Teamwork
14,Male,9,Rural Area,Stay in one place,Helping people,Office setting,Finish schooling,"Verbal Communication, Analytical Ability","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
15,Female,9,Abroad ,Stay in one place,Working with technology,Location Independent Work,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
15,Male,9,City,Stay in one place,Helping people,Office setting,Finish schooling,"Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy",Numeracy,Teamwork
17,Female,10,Abroad ,Work from anywhere,Creative work,Office setting,Finish schooling,"Problem Solving, Leadership","Written Communication, Verbal Communication, Teamwork, Analytical Ability, Creative Thinking, Numeracy, Decision Making",Reactive Ability,Teamwork
16,Male,10,Rural Area,Move often ,Working with technology,Office setting,Take extra classes,"Verbal Communication, Analytical Ability, Creative Thinking","Written Communication, Problem Solving, Teamwork, Reactive Ability, Numeracy, Leadership, Decision Making",Numeracy,Teamwork
14,Female,9,Abroad ,Move often ,Organizing and managing ,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making",Numeracy,Teamwork
17,Female,10,Suburban Area,Move sometimes,Organizing and managing ,Office setting,Explore different careers,Reactive Ability,"Written Communication, Verbal Communication, Teamwork, Analytical Ability, Creative Thinking, Numeracy, Leadership, Decision Making",Problem Solving,Teamwork
14,Female,9,Suburban Area,Work from anywhere,Working with technology,Collaborative ,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
15,Male,9,Rural Area,Stay in one place,Organizing and managing ,Outdoors ,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
14,Female,9,City,Stay in one place,Helping people,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
14,Male,9,Flexible ,Move often ,Hands-on work,Independent ,Finish schooling,"Analytical Ability, Creative Thinking","Written Communication, Verbal Communication, Teamwork, Numeracy, Leadership","Reactive Ability, Decision Making",Problem Solving
15,Male,10,Flexible ,Work from anywhere,Creative work,Location Independent Work,Take extra classes,"Problem Solving, Creative Thinking","Written Communication, Verbal Communication, Teamwork, Analytical Ability, Reactive Ability, Numeracy, Leadership",Decision Making,Teamwork
14,Male,9,City,Stay in one place,Helping people,Office setting,Finish schooling,"Problem Solving, Reactive Ability, Leadership, Decision Making","Written Communication, Verbal Communication, Teamwork, Analytical Ability, Creative Thinking, Numeracy",Numeracy,Teamwork
15,Male,9,Abroad ,Move often ,Working with technology,Independent ,Finish schooling,"Written Communication, Reactive Ability","Verbal Communication, Problem Solving, Analytical Ability, Decision Making","Teamwork, Creative Thinking","Numeracy, Leadership"
15,Male,9,City,Stay in one place,Helping people,Office setting,Finish schooling,"Written Communication, Teamwork, Creative Thinking","Verbal Communication, Problem Solving, Analytical Ability, Reactive Ability, Numeracy, Leadership, Decision Making",Numeracy,Teamwork
15,Female,10,Suburban Area,Work from anywhere,Organizing and managing ,Outdoors ,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
16,Male,10,City,Work from anywhere,Helping people,Office setting,Finish schooling,"Teamwork, Analytical Ability, Leadership, Decision Making","Verbal Communication, Problem Solving, Reactive Ability, Creative Thinking","Written Communication, Numeracy",Teamwork
